timestamp,x,y
2025-07-25T12:25:44.912667,0,0
2025-07-25T12:25:45.013759,5,5
2025-07-25T12:25:45.115062,10,10
2025-07-25T12:28:35.253040,0,0
2025-07-25T12:28:35.354289,5,5
2025-07-25T12:28:35.455741,10,10
2025-07-26T10:31:38.220889,8.88,8.88
2025-07-26T10:43:23.507182,8.52,8.52
2025-07-26T10:44:49.925680,1.59,1.59
2025-07-26T10:44:50.596741,6.769473684210526,6.769473684210526
2025-07-26T10:44:51.270495,11.948947368421052,11.948947368421052
2025-07-26T10:44:51.942303,17.12842105263158,17.12842105263158
2025-07-26T10:44:52.617297,22.30789473684211,22.30789473684211
2025-07-26T10:44:53.297704,27.48736842105263,27.48736842105263
2025-07-26T10:44:53.965538,32.66684210526316,32.66684210526316
2025-07-26T10:44:54.636606,37.846315789473685,37.846315789473685
2025-07-26T10:44:55.322693,43.02578947368421,43.02578947368421
2025-07-26T10:44:55.981545,48.20526315789474,48.20526315789474
2025-07-26T10:44:56.638275,53.38473684210527,53.38473684210527
2025-07-26T10:44:57.306927,58.56421052631579,58.56421052631579
2025-07-26T10:44:57.969758,63.74368421052632,63.74368421052632
2025-07-26T10:44:58.636215,68.92315789473685,68.92315789473685
2025-07-26T10:44:59.306719,74.10263157894738,74.10263157894738
2025-07-26T10:44:59.963007,79.28210526315789,79.28210526315789
2025-07-26T10:45:00.635590,84.46157894736842,84.46157894736842
2025-07-26T10:45:01.296289,89.64105263157896,89.64105263157896
2025-07-26T10:45:01.949471,94.82052631578946,94.82052631578946
2025-07-26T10:45:02.598745,105.305,105.305
2025-07-26T10:45:03.253418,115.78947368421052,115.78947368421052
2025-07-26T10:45:03.910862,131.57894736842104,131.57894736842104
2025-07-26T10:45:04.564055,147.36842105263156,147.36842105263156
2025-07-26T10:45:05.216343,163.15789473684208,163.15789473684208
2025-07-26T10:45:05.865375,178.94736842105263,178.94736842105263
2025-07-26T10:45:06.644647,194.73684210526318,194.73684210526318
2025-07-26T10:45:07.302404,210.5263157894737,210.5263157894737
2025-07-26T10:45:07.957648,226.31578947368422,226.31578947368422
2025-07-26T10:45:08.607922,242.10526315789474,242.10526315789474
2025-07-26T10:45:09.259067,257.89473684210526,257.89473684210526
2025-07-26T10:45:09.906454,273.6842105263158,273.6842105263158
2025-07-26T10:45:10.591136,289.4736842105263,289.4736842105263
2025-07-26T10:45:11.247771,305.2631578947369,305.2631578947369
2025-07-26T10:45:11.885550,321.0526315789474,321.0526315789474
2025-07-26T10:45:12.535632,336.8421052631579,336.8421052631579
2025-07-26T10:45:13.200042,352.63157894736844,352.63157894736844
2025-07-26T10:45:13.888733,368.42105263157896,368.42105263157896
2025-07-26T10:45:14.530132,384.2105263157895,384.2105263157895
2025-07-26T10:45:15.197861,400.0,400.0
2025-07-26T11:58:41.781816,3.99,3.99
2025-07-26T11:59:36.872996,9.86,9.86
2025-07-26T12:00:09.321803,4.1,4.1
2025-07-26T12:00:25.026462,9.58,9.58
2025-07-26T12:21:52.584835,100.0,100.0
2025-07-26T13:17:36.220408,150.0,150.0
2025-07-26T13:30:42.143469,150.0,150.0
2025-07-27T09:27:04.352939,150.0,150.0
2025-07-27T09:42:21.100075,150.0,150.0
2025-07-27T09:42:45.268823,150.0,150.0
